Web Link,Organisation ID,URN,LAESTAB,School name,Region,Ofsted region,Local authority,Parliamentary constituency,Postcode,Type of education,Phase of education,Sixth form,Predecessor URN,Number of warning notices issued in 2017/18 academic year,Total number of pupils,Deprivation index,Inspection number,Inspection start date,Inspection end date,Publication date,Inspection type,Inspection type grouping,Event type grouping,Overall effectiveness,Category of concern,Outcomes for pupils,"Quality of teaching, learning and assessment",Effectiveness of leadership and management,"Personal development, behaviour and welfare",Early years provision (where applicable),16 - 19 study programmes,Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Previous overall effectiveness,Previous category of concern,Previous outcomes for pupils,"Previous quality of teaching, learning and assessment",Previous effectiveness of leadership and management,"Previous personal development, behaviour and welfare",Previous early years provision (where applicable),Previous 16 - 19 study programmes,Provider open date - QA,Provider open reason - QA,Provider closed date - QA,Provider closed reason - QA,OB number on Roll,Withdrawn date,Previous withdrawn date
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123223,1124954,123223,9313854,Wootton St Peter's Church of England Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX1 5HP,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,103,1,ITS429598,27/03/2014,28/03/2014,29/04/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327870,09/03/2009,09/03/2009,27/03/2009,2,,2,2,2,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137936,1144228,137936,9314010,Chipping Norton School,South East,South East,Oxfordshire,Witney,OX7 5DY,Academy Converter,Secondary,Has a sixth form,123231,,954,1,10037536,07/11/2017,08/11/2017,28/11/2017,Schools into Special Measures Visit 4,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,2,9,1,10000742,15/12/2015,16/12/2015,05/02/2016,4,SM,4,4,4,3,9,2,01/03/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138897,1144676,138897,9314060,Gosford Hill School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX5 2NT,Academy Converter,Secondary,Has a sixth form,123241,,906,1,10001080,11/02/2016,12/02/2016,07/03/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,9,2,ITS380629,08/02/2012,09/02/2012,29/02/2012,2,,2,2,2,9,9,9,01/11/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123016,1108530,123016,9312254,Gateway Primary School,South East,South East,Oxfordshire,Witney,OX18 3SF,Community School,Primary,Does not have a sixth form,NULL,,246,1,ITS461467,16/06/2015,17/06/2015,08/07/2015,Schools into Special Measures Visit 4,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,2,9,ITS426491,28/11/2013,29/11/2013,10/02/2014,4,SM,4,4,4,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123100,1125485,123100,9313081,Charlton-on-Otmoor Church of England Primary School,South East,South East,Oxfordshire,Henley,OX5 2UT,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,100,1,ITS402133,13/06/2013,14/06/2013,05/07/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340279,10/02/2010,11/02/2010,19/03/2010,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143986,1252373,143986,9313124,Leafield Church of England Primary School,South East,South East,Oxfordshire,Witney,OX29 9NP,Academy Converter,Primary,Does not have a sixth form,123109,,98,2,ITS431040,19/06/2014,20/06/2014,11/07/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380598,14/05/2012,15/05/2012,31/05/2012,3,,3,3,3,9,8,9,01/02/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144871,1258925,144871,9312598,Thameside Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 5NL,Academy Converter,Primary,Does not have a sixth form,123083,,203,4,ITS430605,06/03/2014,07/03/2014,28/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS385396,21/03/2012,22/03/2012,23/04/2012,3,,3,3,2,9,8,9,01/08/2017,Academy Converter,NULL,Unknown,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/145094,1263888,145094,9312056,Hill View Primary School,South East,South East,Oxfordshire,Banbury,OX16 1DN,Academy Converter,Primary,Does not have a sixth form,122995,,521,3,ITS428885,13/02/2014,14/02/2014,07/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380563,07/03/2012,08/03/2012,29/03/2012,3,,3,3,3,9,8,9,01/10/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123204,1121800,123204,9313820,"Sacred Heart Catholic Primary School, Henley-on-Thames",South East,South East,Oxfordshire,Henley,RG9 1SL,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,171,1,10019890,05/10/2016,06/10/2016,10/11/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,1,2,9,ITS444179,12/11/2014,13/11/2014,04/12/2014,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123075,1107665,123075,9312590,Edward Feild Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX5 2LG,Community School,Primary,Does not have a sixth form,NULL,,297,2,10032839,04/05/2017,05/05/2017,15/06/2017,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS453258,04/03/2015,05/03/2015,14/04/2015,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123102,1125923,123102,9313083,Fringford Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX27 8DY,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,92,1,ITS403509,27/09/2012,28/09/2012,09/11/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314495,06/05/2008,06/05/2008,03/06/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139750,1145123,139750,9312609,Ladygrove Park Primary School,South East,South East,Oxfordshire,Wantage,OX11 7GB,Academy Converter,Primary,Does not have a sixth form,131904,,430,1,ITS381422,09/11/2011,10/11/2011,01/12/2011,S5 Inspection,S5 Inspection,Schools - S5,1,,1,2,1,9,2,9,ITS293882,19/09/2006,20/09/2006,06/10/2006,2,,2,2,2,9,2,9,01/06/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123099,1125926,123099,9313065,Fritwell Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX27 7PX,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,143,1,ITS402132,20/03/2013,21/03/2013,22/04/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340278,29/06/2010,30/06/2010,21/07/2010,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141833,1146239,141833,9313550,"St Peter's Church of England Infant School, Alvescot",South East,South East,Oxfordshire,Witney,OX18 2PU,Academy Converter,Primary,Does not have a sixth form,123189,,59,1,ITS314533,26/11/2007,26/11/2007,12/12/2007,Section 5 RTI Historic,Section 5 RTI Historic,Schools - S5,1,,1,1,1,9,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/03/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139530,1146270,139530,9313823,"St Thomas More Catholic Primary School, Kidlington",South East,South East,Oxfordshire,Oxford West and Abingdon,OX5 1EA,Academy Converter,Primary,Does not have a sixth form,123206,,215,2,ITS281429,09/10/2006,09/10/2006,01/11/2006,Section 5 RTI (Sep06 - Aug07) Historic,Section 5 RTI (Sep06 - Aug07) Historic,Schools - S5,1,,1,1,1,9,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123160,1127459,123160,9313241,"St Michael's Church of England Primary School, Steventon",South East,South East,Oxfordshire,Wantage,OX13 6SQ,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,173,2,10024657,21/03/2017,22/03/2017,12/05/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,3,9,ITS402141,27/09/2012,28/09/2012,03/11/2012,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123118,1128088,123118,9313145,Woodstock Church of England Primary School,South East,South East,Oxfordshire,Witney,OX20 1LL,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,345,1,ITS426610,15/10/2013,16/10/2013,11/11/2013,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS314504,09/09/2008,10/09/2008,29/09/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123050,1118752,123050,9312533,West Oxford Community Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 0BY,Community School,Primary,Does not have a sixth form,NULL,,228,1,ITS426607,26/11/2013,27/11/2013,18/12/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314467,16/09/2008,16/09/2008,07/10/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139755,1145248,139755,9312597,Manor School,South East,South East,Oxfordshire,Wantage,OX11 7LB,Academy Converter,Primary,Does not have a sixth form,123082,,479,3,10011105,22/03/2016,23/03/2016,21/04/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,3,9,ITS403507,28/02/2013,01/03/2013,22/03/2013,2,,2,2,2,9,9,9,01/06/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123007,1105309,123007,9312202,Brookside Primary School,South East,South East,Oxfordshire,Banbury,OX26 2DB,Community School,Primary,Does not have a sixth form,NULL,,321,2,ITS359343,17/11/2010,18/11/2010,01/01/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS314453,31/10/2007,01/11/2007,19/11/2007,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123087,1105628,123087,9312605,Caldecott Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 5HB,Community School,Primary,Does not have a sixth form,NULL,,396,3,ITS413161,21/05/2013,22/05/2013,17/06/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340276,09/06/2010,10/06/2010,01/07/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123023,1119215,123023,9312354,William Fletcher Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX5 1LW,Community School,Primary,Does not have a sixth form,NULL,,253,3,ITS402126,20/03/2013,21/03/2013,23/04/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340259,02/02/2010,03/02/2010,05/03/2010,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139257,1140081,139257,9312006,Orchard Meadow Primary School,South East,South East,Oxfordshire,Oxford East,OX4 6BG,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,381,5,10019918,12/10/2016,13/10/2016,29/11/2016,Serious Weaknesses S5 Reinspection,Serious Weaknesses S5 Reinspection,Schools - S5,4,SM,4,4,4,4,3,9,ITS449883,11/03/2015,12/03/2015,29/04/2015,4,SWK,4,4,3,9,3,9,01/08/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123245,1106210,123245,9314092,Chiltern Edge Community School,South East,South East,Oxfordshire,Henley,RG4 9LN,Community School,Secondary,Does not have a sixth form,NULL,,507,2,10026696,07/03/2017,08/03/2017,02/05/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,4,SM,4,4,4,3,9,9,ITS406151,12/09/2012,13/09/2012,19/10/2012,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139064,1139237,139064,9312004,Cutteslowe Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 7SX,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,369,3,ITS449900,18/03/2015,19/03/2015,20/04/2015,Academy First Section 5,Academy First Section 5,Schools - S5,2,,2,2,2,9,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/04/2013,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144185,1253236,144185,9312255,Edith Moorhouse Primary School,South East,South East,Oxfordshire,Witney,OX18 3HP,Academy Converter,Primary,Does not have a sixth form,123017,,293,1,ITS456212,25/06/2015,26/06/2015,07/09/2015,S5 Inspection,S5 Inspection,Schools - S5,3,,3,3,3,9,3,9,ITS380571,22/02/2012,23/02/2012,15/03/2012,2,,2,2,2,9,8,9,01/04/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123005,1112568,123005,9312151,Middle Barton School,South East,South East,Oxfordshire,Witney,OX7 7BX,Community School,Primary,Does not have a sixth form,NULL,,125,1,ITS408637,06/02/2013,07/02/2013,04/03/2013,Special Measures Historic,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,2,,2,2,2,9,9,9,ITS380566,02/11/2011,03/11/2011,12/12/2011,4,SM,4,4,4,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142218,1182419,142218,9314007,The Warriner School,South East,South East,Oxfordshire,Banbury,OX15 4LJ,Academy Converter,Secondary,Has a sixth form,123230,,1294,1,ITS447766,12/11/2014,13/11/2014,04/12/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,2,ITS380625,23/05/2012,24/05/2012,18/06/2012,2,,2,2,2,9,9,9,01/08/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123257,1108207,123257,9314127,Fitzharrys School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 1NP,Community School,Secondary,Has a sixth form,NULL,,541,1,10002406,07/06/2016,08/06/2016,05/07/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,9,2,ITS426368,12/02/2014,13/02/2014,07/03/2014,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123039,1116180,123039,9312507,South Stoke Primary School,South East,South East,Oxfordshire,Henley,RG8 0JS,Community School,Primary,Does not have a sixth form,NULL,,48,1,ITS411954,12/06/2013,13/06/2013,04/07/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340263,03/03/2010,04/03/2010,26/03/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144432,1255272,144432,9313161,Horspath Church of England Primary School,South East,South East,Oxfordshire,Henley,OX33 1RY,Academy Converter,Primary,Does not have a sixth form,123121,,138,2,ITS403511,09/10/2012,10/10/2012,06/11/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314505,27/03/2008,27/03/2008,24/04/2008,2,,2,2,2,9,2,9,01/05/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141840,1146403,141840,9313600,The Blake Church of England Primary School,South East,South East,Oxfordshire,Witney,OX28 3FR,Academy Converter,Primary,Does not have a sixth form,123192,,412,2,10037900,06/12/2017,07/12/2017,17/01/2018,S5 Inspection,S5 Inspection,Schools - S5,3,,3,3,3,2,2,9,ITS444249,07/05/2014,08/05/2014,05/06/2014,2,,2,2,2,9,9,9,01/03/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142377,1212533,142377,9313605,The Batt Church of England Voluntary Aided Primary School,South East,South East,Oxfordshire,Witney,OX28 6DY,Academy Converter,Primary,Does not have a sixth form,123193,,327,2,ITS380618,19/10/2011,20/10/2011,14/11/2011,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,2,9,ITS281425,06/03/2007,07/03/2007,27/03/2007,2,,2,2,2,9,2,9,01/10/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123181,1122980,123181,9313350,"St John's Catholic Primary School, Banbury",South East,South East,Oxfordshire,Banbury,OX16 9YA,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,290,2,ITS448851,10/09/2014,11/09/2014,02/10/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340302,21/10/2009,22/10/2009,16/11/2009,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123187,1121186,123187,9313500,Kirtlington Church of England Primary School,South East,South East,Oxfordshire,Henley,OX5 3HL,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,88,1,ITS462383,14/05/2015,15/05/2015,08/06/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,3,9,ITS406143,21/05/2013,22/05/2013,13/06/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123203,1121948,123203,9313810,Shiplake Church of England School,South East,South East,Oxfordshire,Henley,RG9 4DN,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,192,1,ITS380620,19/09/2011,20/09/2011,10/10/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS292609,08/01/2007,08/01/2007,23/01/2007,2,,2,2,1,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139532,1146093,139532,9313556,"St Joseph's Catholic Primary School, Carterton",South East,South East,Oxfordshire,Witney,OX18 3JY,Academy Converter,Primary,Does not have a sixth form,123191,,162,1,10037824,15/11/2017,16/11/2017,09/01/2018,S5 Inspection,S5 Inspection,Schools - S5,4,SWK,3,3,4,4,4,9,ITS422157,04/07/2013,05/07/2013,04/09/2013,2,,2,2,2,9,9,9,01/04/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139529,1146100,139529,9313826,"St Joseph's Catholic Primary School, Thame",South East,South East,Oxfordshire,Henley,OX9 2AB,Academy Converter,Primary,Does not have a sixth form,123209,,207,1,ITS380621,21/03/2012,22/03/2012,23/04/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS281430,06/06/2007,06/06/2007,25/06/2007,2,,2,2,2,9,2,9,01/04/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123200,1120389,123200,9313801,Checkendon Church of England (A) Primary School,South East,South East,Oxfordshire,Henley,RG8 0SR,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,90,1,10012260,07/06/2016,08/06/2016,05/07/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS439727,04/03/2014,05/03/2014,28/03/2014,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140556,1140419,140556,9312010,"St Christopher's Church of England School, Cowley",South East,South East,Oxfordshire,Oxford East,OX4 2HB,Academy Sponsor Led,Primary,Does not have a sixth form,NULL,,437,4,10024485,18/01/2017,19/01/2017,21/02/2017,Academy First Section 5,Academy First Section 5,Schools - S5,2,,2,2,2,2,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/02/2014,New Provision,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123334,1131369,123334,9317012,Springfield School,South East,South East,Oxfordshire,Witney,OX28 1AR,Community Special School,Special,Not applicable,NULL,,100,1,ITS432063,27/02/2014,28/02/2014,19/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359413,21/06/2011,22/06/2011,13/07/2011,2,,2,2,2,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123101,1120392,123101,9313082,Chesterton Church of England Voluntary Aided Primary School,South East,South East,Oxfordshire,Banbury,OX26 1UN,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,129,1,ITS402134,20/02/2013,21/02/2013,14/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340280,20/10/2009,21/10/2009,16/11/2009,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123096,1125473,123096,9313043,Chadlington Church of England Primary School,South East,South East,Oxfordshire,Witney,OX7 3LY,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,98,2,ITS395728,29/05/2012,30/05/2012,25/06/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS327846,14/05/2009,15/05/2009,10/06/2009,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123178,1127136,123178,9313260,St Blaise CofE Primary School,South East,South East,Oxfordshire,Wantage,OX14 4DR,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,66,2,ITS450861,27/11/2014,28/11/2014,19/12/2014,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS402143,16/01/2013,17/01/2013,08/02/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123129,1125724,123129,9313186,Dorchester St Birinus Church of England School,South East,South East,Oxfordshire,Henley,OX10 7HR,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,84,3,10002328,02/12/2015,03/12/2015,11/01/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS426500,10/09/2013,11/09/2013,05/10/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123151,1127779,123151,9313231,The Ridgeway Church of England (C) Primary School,South East,South East,Oxfordshire,Wantage,OX12 9UL,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,61,2,ITS444050,09/10/2014,10/10/2014,07/11/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340292,26/04/2010,27/04/2010,19/05/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140915,1146236,140915,9313651,"St Peter's Church of England Primary School, Cassington",South East,South East,Oxfordshire,Witney,OX29 4DN,Academy Converter,Primary,Does not have a sixth form,123194,,107,2,10032483,04/04/2017,05/04/2017,05/05/2017,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,1,2,9,ITS406145,13/11/2012,14/11/2012,05/12/2012,3,,3,3,3,9,9,9,01/06/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123038,1116103,123038,9312506,Sonning Common Primary School,South East,South East,Oxfordshire,Henley,RG4 9RJ,Community School,Primary,Does not have a sixth form,NULL,,393,1,ITS426492,12/12/2013,13/12/2013,13/01/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380578,12/09/2011,13/09/2011,04/10/2011,3,,3,3,3,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140871,1146308,140871,9313130,Stanton Harcourt CofE Primary School,South East,South East,Oxfordshire,Witney,OX29 5RJ,Academy Converter,Primary,Does not have a sixth form,123113,,109,2,ITS314500,21/05/2008,22/05/2008,12/06/2008,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01/05/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
